Date,Close
1999-01-22 00:00:00-05:00,0.037604864686727524
1999-01-25 00:00:00-05:00,0.04154451936483383
1999-01-26 00:00:00-05:00,0.03832092881202698
1999-01-27 00:00:00-05:00,0.03820173814892769
1999-01-28 00:00:00-05:00,0.03808163106441498
1999-01-29 00:00:00-05:00,0.03629106655716896
1999-02-01 00:00:00-05:00,0.03700800612568855
1999-02-02 00:00:00-05:00,0.03414290025830269
1999-02-03 00:00:00-05:00,0.03485896438360214
1999-02-04 00:00:00-05:00,0.03676874190568924
1999-02-05 00:00:00-05:00,0.0378432460129261
1999-02-08 00:00:00-05:00,0.03653034195303917
1999-02-09 00:00:00-05:00,0.03509732708334923
1999-02-10 00:00:00-05:00,0.03473977372050285
1999-02-11 00:00:00-05:00,0.03772406280040741
1999-02-12 00:00:00-05:00,0.03987312689423561
1999-02-16 00:00:00-05:00,0.04011149704456329
1999-02-17 00:00:00-05:00,0.03796245530247688
1999-02-18 00:00:00-05:00,0.038559310138225555
1999-02-19 00:00:00-05:00,0.03987312689423561
1999-02-22 00:00:00-05:00,0.04011149704456329
1999-02-23 00:00:00-05:00,0.042021267116069794
1999-02-24 00:00:00-05:00,0.04536404460668564
1999-02-25 00:00:00-05:00,0.04393196105957031
1999-02-26 00:00:00-05:00,0.041902072727680206
1999-03-01 00:00:00-05:00,0.0421413816511631
1999-03-02 00:00:00-05:00,0.04178290069103241
1999-03-03 00:00:00-05:00,0.03891778737306595
1999-03-04 00:00:00-05:00,0.03808163106441498
1999-03-05 00:00:00-05:00,0.040230680257081985
1999-03-08 00:00:00-05:00,0.040827542543411255
1999-03-09 00:00:00-05:00,0.0421413816511631
1999-03-10 00:00:00-05:00,0.04142441228032112
1999-03-11 00:00:00-05:00,0.03963383659720421
1999-03-12 00:00:00-05:00,0.03891778737306595
1999-03-15 00:00:00-05:00,0.04058917984366417
1999-03-16 00:00:00-05:00,0.039276279509067535
1999-03-17 00:00:00-05:00,0.03951464593410492
1999-03-18 00:00:00-05:00,0.0399923250079155
1999-03-19 00:00:00-05:00,0.04011149704456329
1999-03-22 00:00:00-05:00,0.03891778737306595
1999-03-23 00:00:00-05:00,0.03653034195303917
1999-03-24 00:00:00-05:00,0.03629106655716896
1999-03-25 00:00:00-05:00,0.03676874190568924
1999-03-26 00:00:00-05:00,0.0399923250079155
1999-03-29 00:00:00-05:00,0.04118604212999344
1999-03-30 00:00:00-05:00,0.03772406280040741
1999-03-31 00:00:00-05:00,0.040349867194890976
1999-04-01 00:00:00-05:00,0.039156168699264526
1999-04-05 00:00:00-04:00,0.03796245530247688
1999-04-06 00:00:00-04:00,0.03700800612568855
1999-04-07 00:00:00-04:00,0.04011149704456329
1999-04-08 00:00:00-04:00,0.040827542543411255
1999-04-09 00:00:00-04:00,0.04011149704456329
1999-04-12 00:00:00-04:00,0.038440123200416565
1999-04-13 00:00:00-04:00,0.03688792139291763
1999-04-14 00:00:00-04:00,0.0358143076300621
1999-04-15 00:00:00-04:00,0.03676874190568924
1999-04-16 00:00:00-04:00,0.03796245530247688
1999-04-19 00:00:00-04:00,0.03629106655716896
1999-04-20 00:00:00-04:00,0.03557500243186951
1999-04-21 00:00:00-04:00,0.03617185726761818
1999-04-22 00:00:00-04:00,0.03461965546011925
1999-04-23 00:00:00-04:00,0.032949190586805344
1999-04-26 00:00:00-04:00,0.03127780556678772
1999-04-27 00:00:00-04:00,0.03461965546011925
1999-04-28 00:00:00-04:00,0.03438129276037216
1999-04-29 00:00:00-04:00,0.03438129276037216
1999-04-30 00:00:00-04:00,0.03485896438360214
1999-05-03 00:00:00-04:00,0.03509732708334923
1999-05-04 00:00:00-04:00,0.03318756818771362
1999-05-05 00:00:00-04:00,0.03390363231301308
1999-05-06 00:00:00-04:00,0.03324715793132782
1999-05-07 00:00:00-04:00,0.0334259569644928
1999-05-10 00:00:00-04:00,0.0334259569644928
1999-05-11 00:00:00-04:00,0.03521652892231941
1999-05-12 00:00:00-04:00,0.03629106655716896
1999-05-13 00:00:00-04:00,0.03629106655716896
1999-05-14 00:00:00-04:00,0.03438129276037216
1999-05-17 00:00:00-04:00,0.036052681505680084
1999-05-18 00:00:00-04:00,0.03772406280040741
1999-05-19 00:00:00-04:00,0.036052681505680084
1999-05-20 00:00:00-04:00,0.03318756818771362
1999-05-21 00:00:00-04:00,0.032471511512994766
1999-05-24 00:00:00-04:00,0.03235141560435295
